"Title","Date"
"‘광주 AI 영재고’ 근거 법안, 국회 상임위 통과"," KBS2023.09.22.네이버뉴스 "
"생성형 AI 거품론…무엇이 문제인가[테크트렌드]"," 한경비즈니스2023.10.22.네이버뉴스 "
"AI 안전 첫 정상회의… 尹정부, 글로벌 논의 선도해야[사설]"," 문화일보31면 1단2023.11.03.네이버뉴스 "
"AI기술 악용 우려한 국제사회… 국경 뛰어넘어 협력 나서다"," 세계일보A13면 1단2023.11.02.네이버뉴스 "
"'AI 규제법' 먼저 통과시킨 유럽…美·中 주도 AI시장서 반격"," 매일경제B5면 TOP2023.10.23.네이버뉴스 "
"“지금 AI는 아기나 마찬가지… 적당한 울타리 필요”"," 조선일보B7면 1단2023.11.02.네이버뉴스 "
"2차 대전 때 독일군 암호 풀던 곳에서···28개국, 첫 ‘AI 공동 대응’..."," 경향신문2023.11.02.네이버뉴스 "
"[사설] 美 ‘AI 규제’법 제정… 우리도 AI법 처리 서두르자"," 스카이데일리2023.11.02. "
"자율규제 미국, 고강도 규제 EU… 한국이 취할 전략은?"," 디지털데일리2023.12.28.네이버뉴스 "
"'필요악' AI 규제…미국 선도 속 국내 규제 법제화 가속 예고"," 뉴스핌2023.11.01. "
"[창간 38주년 특별기획] 생성형 AI가 가져온 변화, 그리고 미래"," 아이티데일리2023.11.01. "
"‘한국형 챗GPT’ 나오는데… AI 개념규정 법안도 못만든 국회"," 동아일보언론사 선정A6면 TOP2023.08.01.네이버뉴스 "
"美 “AI로 핵무기 등 개발 차단”… 안전평가 정부에 보고 의무화"," 동아일보언론사 선정A8면 TOP2023.11.01.네이버뉴스 "
"민간 AI 신뢰성 검·인증 본격 시행"," 아이티데일리2023.10.31. "
"[베터 소프트웨어 테스팅 콘퍼런스 2023]“테스팅과 AI 결합해 SW 품질 높..."," 전자신문11면 TOP2023.10.31.네이버뉴스 "
"TTA, 민간자율 AI 검인증 제도 도입…""AI 신뢰성 향상"""," 머니투데이방송2023.10.31. "
"광주~대구 달빛철도건설 특별법 연내 제정 무산"," 전남일보2023.12.27. "
"바이든 'AI위험 예방' 행정명령에 서명…안전실험 결과 보고해야"," 뉴스12023.10.31.네이버뉴스 "
"바이든, 안보 차원 AI 규제 행정명령 서명…AI 패권 다툼 본격화"," 동아일보언론사 선정2023.10.31.네이버뉴스 "
"'AI 행동강령' 만든 G7…""기업이 부작용 책임져라"" 압박"," 한국경제언론사 선정A2면 1단2023.10.30.네이버뉴스 "
"[투데이 窓]생성형AI 규제의 방향"," 머니투데이8면 1단2023.10.24.네이버뉴스 "
"미 CSIS 선임고문 ""미·EU, AI 규제 입장 달라 무역마찰 소지"""," 뉴스프리존2023.10.17. "
"[굿모닝! 주목 이 법안] AI 채용 시대 문제 줄이는 'AI 채용절차 공정화..."," 굿모닝경제2023.08.05. "
"여성 나체 9초 만에 ‘뚝딱’…포르노 제작 장벽 없앤 생성형 AI"," 매일경제언론사 선정2023.10.17.네이버뉴스 "
"여성 나체 9초 만에 ‘뚝딱’…포르노 제작 장벽 없앤 생성형 AI"," 매일경제언론사 선정2023.10.17.네이버뉴스 "
"美 상원, 中 기술기업 투자시 신고 의무화 법안 승인…반도체·AI·양자..."," 뉴스웍스2023.07.26. "
"[IT돋보기] AI기본법 '우선허용·사후규제' 원칙 빠질 듯...국회 처리 '청..."," 아이뉴스24언론사 선정2023.10.13.네이버뉴스 "
"‘이루다’ 성차별 학습 잊었나…AI 법안에 성평등 관점 없다"," 한겨레언론사 선정9면 1단2023.08.06.네이버뉴스 "
"국감 소환된 AI 이슈, 예산삭감·저작권 보호 질의, AI 정책 논의는 실종"," 이코리아2023.10.12. "
"정치판 흔드는 'AI딥페이크'…총선 앞두고 비상"," 영남일보2023.10.11. "
"'AI혁명' 종주국 美 'AI 규제' 속도...""기술 패권 유지가 최우선"""," 포쓰저널2023.10.10. "
"[가리사니] 어느 AI 개발자와의 대화"," 국민일보언론사 선정29면 TOP2023.10.23.네이버뉴스 "
"이란, '히잡 미착용' AI감시·처벌강화 법안 추진"," 연합뉴스2023.08.03.네이버뉴스 "
"세계 첫 AI 정상회의 올트먼·나델라 온다"," 아시아경제2023.10.16.네이버뉴스 "
"세계 첫 AI 정상회의 올트먼·나델라 온다"," 아시아경제2023.10.16.네이버뉴스 "
"에이아이옥션, 환각 없는 AI ‘K엔진’ 공개… “세무·임대차보호 분야..."," 조선비즈2023.10.24.네이버뉴스 "
"[칼럼 ]ChatGPT 시대의 도전: AI 편향성 문제의 심각성과 그에 대한 대응..."," 퍼블릭뉴스2023.12.06. "
"외교부, 법안 분석 AI 전문 기업과 만나 외교 업무 수행의 새 지평을 열..."," 보안뉴스2023.07.20. "
"외교부, AI 피스컬노트와 주요국 법안분석 업무협약 체결"," 뉴스핌2023.07.19. "
"“열흘 걸릴 일, 1분 만에… AI가 이커머스 혁신 불렀다”"," 국민일보5면 TOP2023.10.21.네이버뉴스 "
"[인공지능 줌인] 퓰리처 상 수상의 오펜하이머 전기 작가 ""핵무기는 인..."," 위키리크스한국2023.07.24. "
"'EU의 AI법, R&D와 경쟁 억제할 수 있어'… 미 국무부 내부 분석"," CIO Korea2023.10.10. "
"AI 통제하자는데… 따로 노는 전세계"," 국민일보언론사 선정2면 TOP2023.10.07.네이버뉴스 "
"AI, 일자리 '공포' 보단 '기회' …""AI대학 설립으로 인재 양성해야"""," 굿모닝경제2023.10.06. "
"AI 통제하자는데… 따로 노는 전세계"," 국민일보언론사 선정2면 TOP2023.10.07.네이버뉴스 "
"AI, 일자리 '공포' 보단 '기회' …""AI대학 설립으로 인재 양성해야"""," 굿모닝경제2023.10.06. "
"내년 초·중·고 '디지털 교육' 5333억…3년간 교부금 0.8% 배정"," 뉴시스언론사 선정2023.12.21.네이버뉴스 "
"이란, 히잡 미착용 여성 AI감시 및 처벌강화 법안 추진"," 서울경제2023.08.03.네이버뉴스 "
"[이진호의 시선] 발전하는 AI…이제는 진짜 ‘룰’ 논의해야 할 때"," 바이라인네트워크2023.10.05. "
"안철수, 고위험 인공지능 규제법안 발의…""AI 책임 강조"""," 뉴스12023.08.09.네이버뉴스 "
"외교부, 법안분석 AI 기업과 업무협약"," YTN2023.07.20.네이버뉴스 "
"하정우 네이버 AI센터장 “기술 규제 아닌 활용 규범 논의해야”"," 서울경제TV2023.10.12. "
"외교부, 법안분석 AI기업 '피스컬노트'와 MOU…주요국 규제 파악"," 연합뉴스2023.07.19.네이버뉴스 "
"AI목소리 시연하려… 국감장에 유인촌 장관 목소리로 `서른즈음`노래"," 디지털타임스언론사 선정4면 1단2023.10.10.네이버뉴스 "
